Year,ICPSR State Code,Alphanumeric State Code,State,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
1982,25,50,Wisconsin,,0.47,0.46,,2752730,3372875,3426394,0.01,4714,19603,3125,17641,
1982,68,51,Wyoming,0.5,0.49,0.48,172065,2750870,344218,349060,0.01,702,1303,244,1598,
1980,0,0,United States,0,0.54,0.53,,2749010,159635102,164445475,0.04,324410,618471,168331,801977,1803021
1980,41,1,Alabama,,0.49,0.49,,2747150,2726249,2753078,0,6543,10985,2547,14583,
1980,81,2,Alaska,0.6,0.59,0.57,162653,2745289,270122,277261,0.02,822,1181,93,1506,
1980,61,3,Arizona,0.48,0.46,0.44,898183,2743429,1890167,1968947,0.03,4372,12584,1093,11757,
1980,42,4,Arkansas,,0.52,0.52,,2741569,1610104,1624917,0.01,2911,2400,2855,6966,
1980,71,5,California,0.56,0.55,0.49,8775459,2739709,15610966,17551451,0.11,24569,0,15253,39822,
1980,62,6,Colorado,0.59,0.57,0.56,1225549,2737848,2071959,2118092,0.02,2629,0,927,3556,
1980,1,7,Connecticut,0.65,0.64,0.61,1423403,2735988,2201356,2305904,0.04,4308,22981,1932,17731,
1980,11,8,Delaware,0.57,0.56,0.55,239136,2734128,421344,430879,0.01,1474,3762,619,3974,
1980,55,9,District of Columbia,0.38,0.37,0.35,178434,2732268,470956,496230,0.05,3145,0,0,3145,
1980,43,10,Florida,,0.52,0.49,,2730407,7088658,7575002,0.06,20735,38906,8823,49011,
1980,44,11,Georgia,,0.42,0.41,,2728547,3791652,3870251,0.01,12178,58450,3169,44572,
1980,82,12,Hawaii,0.49,0.47,0.44,318026,2726687,646583,695906,0.07,985,0,0,985,
1980,63,13,Idaho,0.7,0.69,0.68,446045,2724827,633624,644004,0.02,817,0,0,817,
1980,21,14,Illinois,0.62,0.6,0.58,4868890,2722966,7868300,8216218,0.04,11899,0,0,11899,
1980,22,15,Indiana,0.59,0.58,0.58,2275433,2721106,3846321,3885473,0.01,6683,0,0,6683,
1980,31,16,Iowa,0.64,0.64,0.63,1314258,2719246,2070935,2093321,0.01,2481,8815,639,7528,
1980,32,17,Kansas,,0.58,0.57,,2717386,1704420,1726471,0.01,2494,0,0,2494,
1980,51,18,Kentucky,,0.51,0.5,,2715525,2562572,2592185,0.01,3588,12400,8120,17908,
1980,45,19,Louisiana,,0.54,0.53,,2713665,2868792,2910776,0.01,8889,0,0,8889,
1980,2,20,Maine,,0.65,0.65,,2711805,799746,810240,0.01,0,0,0,0,
1980,52,21,Maryland,0.53,0.52,0.5,1557709,2709945,2964704,3081409,0.03,7731,41661,6436,34998,
1980,3,22,Massachusetts,0.62,0.61,0.59,2566807,2708084,4110721,4281265,0.04,0,0,0,0,
1980,23,23,Michigan,0.62,0.61,0.6,3978647,2706224,6374955,6514790,0.02,15124,0,0,15124,
1980,33,24,Minnesota,0.72,0.71,0.7,2079451,2704364,2882406,2929927,0.01,2001,27000,1534,17035,
1980,46,25,Mississippi,,0.52,0.52,,2702504,1704163,1719825,0,3902,4864,2292,8626,
1980,34,26,Missouri,,0.6,0.59,,2700643,3529489,3571609,0.01,5726,17400,2395,16821,
1980,64,27,Montana,0.67,0.66,0.65,371976,2698783,554636,559165,0.01,739,0,0,739,
1980,35,28,Nebraska,0.58,0.58,0.57,651281,2696923,1115142,1129653,0.01,1446,7980,292,5728,
1980,65,29,Nevada,0.52,0.43,0.41,297318,2695063,573118,602463,0.04,1839,4989,1052,5386,
1980,4,30,New Hampshire,0.61,0.58,0.57,402415,2693202,660560,671558,0.02,326,0,0,326,
1980,12,31,New Jersey,0.59,0.58,0.55,2999879,2691342,5123773,5420255,0.05,5884,29239,8911,29415,
1980,66,32,New Mexico,0.53,0.52,0.51,464848,2689482,873515,897946,0.02,1279,2794,884,3560,
1980,13,33,New York,0.53,0.52,0.48,6359218,2687622,12006100,12932357,0.07,21815,0,19652,41467,
1980,47,34,North Carolina,,0.44,0.43,,2685761,4203817,4272156,0.01,15513,36467,6496,40243,
1980,36,35,North Dakota,0.68,0.65,0.65,314525,2683901,462223,465447,0.01,253,0,0,253,
1980,24,36,Ohio,0.57,0.56,0.55,4378937,2682041,7637813,7732705,0.01,13489,0,0,13489,
1980,53,37,Oklahoma,0.54,0.53,0.52,1172303,2680181,2162051,2201257,0.01,4796,14360,2232,14208,
1980,72,38,Oregon,0.64,0.63,0.61,1209691,2678320,1880863,1925651,0.02,3177,0,0,3177,
1980,14,39,Pennsylvania,,0.53,0.52,,2676460,8664166,8774885,0.01,8171,0,0,8171,
1980,5,40,Rhode Island,0.63,0.62,0.59,423349,2674600,675067,709692,0.04,813,5501,257,3821,
1980,48,41,South Carolina,0.42,0.41,0.4,922397,2672740,2176721,2212354,0.01,7862,20589,3124,21281,
1980,37,42,South Dakota,,0.68,0.67,,2670879,484328,486893,0,635,0,0,635,
1980,54,43,Tennessee,,0.49,0.49,,2669019,3285608,3318036,0.01,7022,9130,3097,14684,
1980,49,44,Texas,,0.47,0.45,,2667159,9572904,10120613,0.04,29892,131996,17235,113125,
1980,67,45,Utah,0.67,0.66,0.65,609691,2665299,915484,934767,0.02,0,0,0,0,
1980,6,46,Vermont,0.59,0.59,0.58,215500,2663438,363143,369147,0.02,0,0,0,0,
1980,40,47,Virginia,,0.49,0.48,,2661578,3830887,3927383,0.02,8920,11463,4783,19435,
1980,73,48,Washington,0.61,0.6,0.57,1772904,2659718,2923670,3037193,0.03,4399,12527,14669,25332,
1980,56,49,West Virginia,0.54,0.53,0.53,742150,2657858,1387231,1396595,0.01,1257,2650,475,3057,
1980,25,50,Wisconsin,,0.68,0.67,,2655997,3322053,3371087,0.01,3980,19088,2639,16163,
1980,68,51,Wyoming,0.55,0.54,0.53,181004,2654137,326644,330784,0.01,534,940,154,1158,
