Year,ICPSR State Code,Alphanumeric State Code,State,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
1992,73,48,Washington,0.65,0.64,0.6,2324907,2288230,3575852,3827227,0.05,9959,103837,7850,69728,
1992,56,49,West Virginia,,0.5,0.5,,683762,1365368,1377282,0.01,1674,5688,988,5506,
1992,25,50,Wisconsin,,0.7,0.68,,2531114,3619273,3712414,0.02,8191,40424,5560,33963,
1992,68,51,Wyoming,0.63,0.62,0.61,203602,200617,324253,331170,0.01,1063,3310,404,3122,
1990,0,0,United States,0,0.38,0.37,,67859189,176629259,186158841,0.06,761106,1489999,395140,1901246,2659455
1990,41,1,Alabama,,0.41,0.4,,1215889,2956385,3012797,0.01,15665,27686,5970,35478,
1990,81,2,Alaska,0.54,0.53,0.51,197540,194750,364419,379863,0.03,2622,3599,568,4990,
1990,61,3,Arizona,0.43,0.42,0.39,1094735,1055406,2523614,2705468,0.06,14861,30397,2711,32771,
1990,42,4,Arkansas,,0.41,0.4,,696209,1710799,1742746,0.01,7322,15983,3971,19285,
1990,71,5,California,0.44,0.42,0.35,7899131,7699420,18156500,22061053,0.17,97309,0,67562,164871,
1990,62,6,Colorado,0.44,0.43,0.42,1046139,1022027,2366650,2447513,0.03,7671,0,2396,10067,
1990,1,7,Connecticut,0.49,0.48,0.45,1159361,1141101,2383795,2538398,0.05,10500,46640,291,34111,
1990,11,8,Delaware,0.38,0.37,0.36,183977,180152,486760,507016,0.02,3471,12223,1283,10866,
1990,55,9,District of Columbia,0.39,0.38,0.35,171677,169066,441742,489808,0.08,9947,0,0,9947,
1990,43,10,Florida,,0.39,0.35,,3530871,9145312,10137720,0.08,44387,210781,2064,151842,
1990,44,11,Georgia,,0.32,0.3,,1449652,4588953,4803269,0.02,22411,134840,22646,112477,
1990,82,12,Hawaii,0.46,0.45,0.42,354144,349666,770836,838633,0.08,2533,0,0,2533,
1990,63,13,Idaho,0.48,0.47,0.45,328340,320610,690154,707535,0.02,1961,0,0,1961,
1990,21,14,Illinois,0.43,0.41,0.38,3420720,3257410,8029525,8535069,0.06,27516,0,0,27516,
1990,22,15,Indiana,0.38,0.37,0.36,1566371,1502687,4080236,4135602,0.01,12736,0,0,12736,
1990,31,16,Iowa,0.5,0.48,0.48,1004908,983933,2030935,2065490,0.01,3967,13895,2111,13026,
1990,32,17,Kansas,0.45,0.44,0.43,805251,786096,1783412,1821368,0.02,5775,0,0,5775,
1990,51,18,Kentucky,,0.34,0.33,,916010,2722356,2755670,0.01,9023,7482,3183,15947,
1990,45,19,Louisiana,,0.47,0.46,,1396113,2959148,3020682,0.01,18599,0,0,18599,
1990,2,20,Maine,,0.57,0.57,,522181,910982,924839,0.02,0,0,0,0,
1990,52,21,Maryland,0.35,0.33,0.31,1170867,1111088,3397126,3632477,0.05,17848,82898,11192,70489,
1990,3,22,Massachusetts,0.55,0.53,0.5,2424579,2341990,4384671,4660342,0.06,0,0,0,0,
1990,23,23,Michigan,0.4,0.38,0.37,2641649,2564563,6693069,6872954,0.02,34267,0,0,34267,
1990,33,24,Minnesota,0.59,0.58,0.56,1843104,1806777,3136830,3225335,0.02,3176,59323,1873,34711,
1990,46,25,Mississippi,,0.2,0.2,,368502,1824156,1850099,0.01,8375,8221,3478,15964,
1990,34,26,Missouri,,0.36,0.35,,1352552,3740308,3821136,0.01,14943,42322,9196,45300,
1990,64,27,Montana,0.57,0.56,0.55,326652,319336,573045,579158,0.01,1425,0,0,1425,
1990,35,28,Nebraska,0.53,0.53,0.51,604195,593828,1131746,1154859,0.01,2403,14654,632,10362,
1990,65,29,Nevada,0.38,0.37,0.35,325959,320743,858018,926572,0.06,5322,7700,2850,12022,
1990,4,30,New Hampshire,0.38,0.36,0.35,307700,294819,814549,832887,0.02,1342,0,0,1342,
1990,12,31,New Jersey,0.37,0.36,0.33,1998894,1938454,5429251,5951541,0.07,21128,72341,23298,80597,
1990,66,32,New Mexico,0.42,0.4,0.38,429509,411236,1026902,1076522,0.04,3187,6294,1224,7558,
1990,13,33,New York,0.35,0.33,0.3,4290261,4056896,12271903,13742688,0.1,54895,0,42837,97732,
1990,47,34,North Carolina,,0.42,0.41,,2069585,4938968,5073437,0.01,18411,77829,9883,67209,
1990,36,35,North Dakota,0.52,0.51,0.5,240301,233973,461711,465851,0.01,483,0,0,483,
1990,24,36,Ohio,0.45,0.44,0.43,3620469,3477650,7975680,8103382,0.01,31822,0,0,31822,
1990,53,37,Oklahoma,0.41,0.41,0.39,929639,911314,2251719,2313340,0.02,12285,24411,3236,27727,
1990,72,38,Oregon,0.55,0.54,0.52,1133125,1112847,2057833,2137314,0.03,6492,0,0,6492,
1990,14,39,Pennsylvania,,0.34,0.34,,3052760,8962083,9120122,0.02,22290,0,0,22290,
1990,5,40,Rhode Island,0.52,0.5,0.47,375188,364052,725084,780448,0.06,2392,15366,321,10396,
1990,48,41,South Carolina,0.31,0.3,0.29,793614,760965,2537384,2598170,0.01,17319,32287,3543,37006,
1990,37,42,South Dakota,,0.52,0.52,,258976,494849,499072,0.01,1341,0,0,1341,
1990,54,43,Tennessee,,0.22,0.21,,790441,3624940,3693970,0.01,10388,32719,11327,38075,
1990,49,44,Texas,,0.35,0.32,,3892746,11034190,12232761,0.07,50042,308357,109726,313947,
1990,67,45,Utah,0.42,0.41,0.4,457983,442213,1086050,1116922,0.03,0,0,0,0,
1990,6,46,Vermont,0.52,0.51,0.5,217384,211422,415564,422130,0.02,0,0,0,0,
1990,40,47,Virginia,,0.26,0.25,,1152854,4512504,4715129,0.04,17593,21303,9048,37293,
1990,73,48,Washington,0.4,0.38,0.36,1362651,1313217,3421256,3634031,0.04,7995,84817,9615,60019,
1990,56,49,West Virginia,,0.3,0.3,,404305,1347723,1358773,0,1565,5059,1000,5095,
1990,25,50,Wisconsin,,0.39,0.38,,1379727,3541548,3617625,0.01,7465,29370,4099,26249,
1990,68,51,Wyoming,0.53,0.51,0.5,164309,160109,312961,319255,0.01,1110,2980,313,2913,
1988,0,0,United States,0,0.53,0.5,,91594691,173579281,181955484,0.05,616785,1319935,317223,1593976,2527370
1988,41,1,Alabama,,0.48,0.47,,1378476,2901744,2949934,0.01,12610,25301,4701,29962,
1988,81,2,Alaska,0.57,0.56,0.54,203433,200116,355023,369260,0.03,2588,2994,498,4583,
1988,61,3,Arizona,0.49,0.48,0.45,1204169,1171873,2454254,2609995,0.05,12095,25446,1669,26487,
1988,42,4,Arkansas,,0.49,0.48,,827738,1689491,1717388,0.01,5519,15931,3840,17325,
1988,71,5,California,0.58,0.56,0.47,10194539,9887065,17738700,21249801,0.16,76171,0,49364,125535,
1988,62,6,Colorado,0.61,0.59,0.57,1416265,1372394,2327768,2396786,0.03,5765,0,1743,7508,
1988,1,7,Connecticut,0.61,0.61,0.57,1461962,1443394,2379699,2525021,0.05,8005,46086,371,31419,
1988,11,8,Delaware,0.54,0.53,0.51,254973,249891,472441,489696,0.02,3197,9576,1093,9078,
1988,55,9,District of Columbia,0.44,0.43,0.38,197135,192877,453636,502362,0.07,8831,0,3949,12780,
1988,43,10,Florida,,0.49,0.45,,4302313,8777510,9651236,0.08,34732,165475,2562,120032,
1988,44,11,Georgia,,0.41,0.39,,1809672,4459739,4631342,0.02,18787,121559,11308,90875,
1988,82,12,Hawaii,0.5,0.48,0.44,368567,354461,739890,803568,0.08,2300,0,0,2300,
1988,63,13,Idaho,0.63,0.61,0.6,421213,408968,667345,682522,0.02,1581,0,0,1581,
1988,21,14,Illinois,0.59,0.57,0.54,4697192,4559120,7950848,8410414,0.05,21081,0,0,21081,
1988,22,15,Indiana,0.56,0.54,0.54,2222811,2168621,3996319,4045785,0.01,11406,0,0,11406,
1988,31,16,Iowa,0.61,0.61,0.6,1240854,1225614,2021793,2052326,0.01,3034,13099,1945,11529,
1988,32,17,Kansas,,0.56,0.55,,993044,1774451,1808604,0.02,5817,0,0,5817,
1988,51,18,Kentucky,,0.49,0.49,,1322517,2680364,2709782,0.01,7119,7398,3443,14261,
1988,45,19,Louisiana,,0.55,0.54,,1628202,2941023,3005785,0.01,16242,0,7387,23629,
1988,2,20,Maine,,0.63,0.62,,555035,888612,901850,0.02,0,0,0,0,
1988,52,21,Maryland,0.53,0.52,0.49,1747350,1714358,3325582,3535730,0.04,14276,78619,9225,62811,
1988,3,22,Massachusetts,0.61,0.6,0.57,2689857,2632801,4385728,4642061,0.06,0,0,0,0,
1988,23,23,Michigan,0.57,0.56,0.54,3745751,3669163,6608812,6773776,0.02,27612,0,0,27612,
1988,33,24,Minnesota,0.69,0.68,0.66,2125119,2096790,3087194,3166668,0.02,2799,56901,1639,32889,
1988,46,25,Mississippi,,0.52,0.51,,931527,1792847,1815826,0.01,7384,6854,3177,13988,
1988,34,26,Missouri,,0.57,0.56,,2093713,3696905,3769751,0.01,12176,42728,7207,40747,
1988,64,27,Montana,0.67,0.64,0.64,378981,365674,568014,573791,0.01,1272,0,0,1272,
1988,35,28,Nebraska,0.6,0.59,0.58,678669,661465,1125252,1144305,0.01,2156,11411,447,8309,
1988,65,29,Nevada,0.46,0.46,0.43,354261,350067,768131,823940,0.06,4881,7032,2100,10497,
1988,4,30,New Hampshire,0.58,0.56,0.55,462503,451074,800468,817358,0.02,1019,0,0,1019,
1988,12,31,New Jersey,0.57,0.57,0.53,3102502,3099553,5435008,5904776,0.07,16936,57903,18463,64351,
1988,66,32,New Mexico,0.53,0.52,0.5,535694,521287,1002876,1046754,0.04,2825,5312,1230,6711,
1988,13,33,New York,0.54,0.53,0.48,6636310,6485683,12300666,13659215,0.09,44560,0,33962,78522,
1988,47,34,North Carolina,,0.45,0.44,,2134370,4794041,4903045,0.01,17078,67164,6191,56851,
1988,36,35,North Dakota,0.66,0.64,0.63,309100,297261,466684,470652,0.01,466,0,0,466,
1988,24,36,Ohio,0.57,0.56,0.55,4505284,4393585,7869099,7986220,0.01,26462,0,0,26462,
1988,53,37,Oklahoma,0.53,0.52,0.51,1192815,1171036,2245785,2300258,0.01,10448,23341,1455,23574,
1988,72,38,Oregon,0.62,0.61,0.59,1235199,1201694,1982355,2055379,0.03,5991,0,3790,9781,
1988,14,39,Pennsylvania,,0.51,0.5,,4536251,8892826,9037056,0.01,17900,0,0,17900,
1988,5,40,Rhode Island,0.58,0.56,0.53,415963,404620,721773,771407,0.06,1906,9824,442,7260,
1988,48,41,South Carolina,0.43,0.4,0.39,1041846,986009,2453644,2504635,0.01,13888,26260,3626,30644,
1988,37,42,South Dakota,,0.63,0.63,,312991,494034,497633,0.01,1020,0,0,1020,
1988,54,43,Tennessee,,0.46,0.45,,1636250,3551452,3609081,0.01,7732,28282,9529,31402,
1988,49,44,Texas,,0.5,0.46,,5427410,10833436,11877787,0.07,40437,288906,77827,262717,
1988,67,45,Utah,0.63,0.62,0.61,661546,647008,1043170,1069800,0.03,0,0,0,0,
1988,6,46,Vermont,0.67,0.6,0.59,270148,243328,404795,411136,0.02,0,0,0,0,
1988,40,47,Virginia,,0.5,0.48,,2191609,4396900,4571637,0.03,14184,17945,6576,29733,
1988,73,48,Washington,0.59,0.57,0.54,1923043,1865253,3282173,3465082,0.04,5816,64257,10745,48690,
1988,56,49,West Virginia,,0.49,0.48,,653311,1347692,1358249,0,1455,4811,807,4668,
1988,25,50,Wisconsin,,0.63,0.62,,2191608,3489742,3558322,0.01,6353,26305,4128,23634,
1988,68,51,Wyoming,0.59,0.56,0.55,186417,176551,315073,320695,0.01,945,2186,333,2371,
1986,0,0,United States,0,0.38,0.37,,64991128,170396029,177922330,0.05,535547,1177814,242663,1367117,2216053
1986,41,1,Alabama,,0.43,0.43,,1236230,2869652,2911819,0.01,11710,21371,3038,25434,
1986,81,2,Alaska,0.52,0.51,0.5,182526,180801,351841,364871,0.03,2460,2885,119,4022,
1986,61,3,Arizona,0.38,0.37,0.35,889668,866984,2319046,2452624,0.05,9434,20283,2034,21610,
1986,42,4,Arkansas,,0.41,0.41,,695487,1681564,1706578,0.01,4701,12700,4023,15074,
1986,71,5,California,0.44,0.43,0.37,7617142,7443551,17166275,20222886,0.15,59484,0,33172,92656,
1986,62,6,Colorado,0.48,0.46,0.45,1096867,1060765,2309652,2372880,0.02,3804,0,1827,5631,
1986,1,7,Connecticut,0.44,0.42,0.4,1025605,993692,2344327,2479722,0.04,6905,41304,603,28160,
1986,11,8,Delaware,0.36,0.35,0.34,165563,160757,455609,470828,0.02,2833,7985,978,7804,
1986,55,9,District of Columbia,0.29,0.28,0.26,134158,131802,465993,508553,0.07,6618,0,2980,9598,
1986,43,10,Florida,,0.41,0.38,,3429996,8384015,9158241,0.07,32237,139859,3478,105645,
1986,44,11,Georgia,,0.29,0.28,,1224948,4300049,4450093,0.02,16922,109485,10421,82086,
1986,82,12,Hawaii,0.48,0.47,0.43,344416,334115,715459,775534,0.08,2180,0,0,2180,
1986,63,13,Idaho,0.59,0.58,0.57,392909,387426,663126,677205,0.02,1448,0,0,1448,
1986,21,14,Illinois,0.42,0.4,0.38,3322657,3144185,7912733,8343755,0.05,19456,0,0,19456,
1986,22,15,Indiana,0.41,0.39,0.39,1619005,1555505,3943714,3990379,0.01,10175,0,0,10175,
1986,31,16,Iowa,0.46,0.45,0.44,922094,910623,2020678,2049547,0.01,2777,12584,1929,10998,
1986,32,17,Kansas,,0.48,0.47,,840605,1757001,1788426,0.02,5345,0,0,5345,
1986,51,18,Kentucky,,0.26,0.25,,677280,2661218,2687605,0.01,5288,6841,3370,12079,
1986,45,19,Louisiana,,0.45,0.45,,1369897,3014498,3069021,0.01,14300,0,0,14300,
1986,2,20,Maine,,0.5,0.49,,426861,858200,870604,0.01,0,0,0,0,
1986,52,21,Maryland,0.36,0.35,0.33,1161136,1112637,3216833,3401061,0.04,13326,69134,7494,55387,
1986,3,22,Massachusetts,0.41,0.39,0.37,1777276,1684079,4326264,4560556,0.05,0,0,0,0,
1986,23,23,Michigan,0.38,0.37,0.36,2468009,2396564,6520661,6674856,0.02,20742,0,0,20742,
1986,33,24,Minnesota,0.48,0.47,0.46,1456579,1415989,3024070,3089544,0.01,2462,38901,1437,23350,
1986,46,25,Mississippi,,0.29,0.29,,523563,1782721,1804699,0.01,6747,6458,3454,13430,
1986,34,26,Missouri,,0.4,0.4,,1477327,3655213,3717988,0.01,10309,33819,5229,32448,
1986,64,27,Montana,0.57,0.56,0.55,326436,317862,572113,577604,0.01,1111,0,0,1111,
1986,35,28,Nebraska,0.52,0.5,0.5,577916,564422,1123099,1141336,0.01,2044,11265,304,7981,
1986,65,29,Nevada,0.38,0.37,0.35,264365,261932,700192,747283,0.05,4551,5518,1529,8839,
1986,4,30,New Hampshire,0.34,0.33,0.32,257410,250966,760526,775686,0.02,782,0,0,782,
1986,12,31,New Jersey,0.3,0.29,0.27,1639330,1553544,5396487,5819614,0.06,12020,51359,14064,51764,
1986,66,32,New Mexico,0.41,0.4,0.39,408621,394833,987220,1026160,0.03,2416,4175,1147,5651,
1986,13,33,New York,0.37,0.35,0.32,4481718,4293971,12263480,13512043,0.09,38449,0,29325,67774,
1986,47,34,North Carolina,,0.34,0.34,,1591330,4653016,4749053,0.01,17698,58644,3322,50342,
1986,36,35,North Dakota,0.62,0.61,0.61,295177,289013,473962,477812,0.01,421,0,0,421,
1986,24,36,Ohio,0.47,0.4,0.4,3628870,3121189,7781083,7891503,0.01,22463,0,0,22463,
1986,53,37,Oklahoma,0.41,0.4,0.39,934447,909925,2290182,2343190,0.01,9708,22740,1670,22748,
1986,72,38,Oregon,0.56,0.55,0.53,1088140,1059630,1928782,1990233,0.03,4770,0,0,4770,
1986,14,39,Pennsylvania,,0.38,0.38,,3388275,8820459,8955720,0.01,15201,0,0,15201,
1986,5,40,Rhode Island,0.45,0.43,0.4,322724,305663,711034,756297,0.05,1358,8174,453,5898,
1986,48,41,South Carolina,0.32,0.32,0.31,763493,753751,2393329,2437430,0.01,11676,21110,3066,25297,
1986,37,42,South Dakota,,0.6,0.6,,295830,492333,495833,0.01,1081,0,0,1081,
1986,54,43,Tennessee,,0.35,0.34,,1210339,3478867,3532177,0.01,7591,26291,8600,29337,
1986,49,44,Texas,,0.32,0.29,,3442368,10786533,11732625,0.06,38534,290074,57509,241080,
1986,67,45,Utah,0.44,0.43,0.42,445499,435111,1024337,1049339,0.02,0,0,0,0,
1986,6,46,Vermont,0.54,0.51,0.5,211709,196716,389843,396034,0.02,0,0,0,0,
1986,40,47,Virginia,,0.29,0.28,,1233611,4240797,4394143,0.03,12930,17126,5767,27260,
1986,73,48,Washington,0.43,0.42,0.4,1358160,1337367,3151152,3310457,0.04,6603,49663,7666,39101,
1986,56,49,West Virginia,0.33,0.3,0.3,449249,410131,1370305,1380916,0,1472,4241,968,4561,
1986,25,50,Wisconsin,,0.45,0.44,,1526960,3432034,3495584,0.01,5736,24648,3854,21914,
1986,68,51,Wyoming,0.51,0.5,0.49,168615,164720,328971,334385,0.01,861,1840,337,2118,
1984,0,0,United States,0,0.55,0.53,,92652680,167701904,173994610,0.04,454092,1012936,204686,1165246,2360867
1984,41,1,Alabama,,0.51,0.5,,1441713,2831099,2867180,0.01,10482,16338,2194,20845,
1984,81,2,Alaska,0.62,0.61,0.59,213173,207605,343030,354410,0.02,1967,2064,147,3146,
1984,61,3,Arizona,0.49,0.48,0.45,1051339,1025897,2151391,2263826,0.04,7845,16687,1660,17849,
1984,42,4,Arkansas,,0.53,0.52,,884406,1668136,1689480,0.01,4482,8238,3463,12064,
1984,71,5,California,0.59,0.57,0.49,9796375,9505423,16618345,19270739,0.13,43197,0,30645,73842,
1984,62,6,Colorado,0.59,0.57,0.56,1343437,1295380,2267668,2325829,0.02,3231,0,1709,4940,
1984,1,7,Connecticut,0.65,0.64,0.6,1490946,1466900,2300533,2431057,0.04,5718,46681,868,29927,
1984,11,8,Delaware,0.58,0.58,0.56,258182,254572,442354,455312,0.02,2202,6373,830,6219,
1984,55,9,District of Columbia,0.47,0.45,0.42,219193,211288,471669,505550,0.06,4521,0,0,4521,
1984,43,10,Florida,,0.52,0.48,,4180051,7976805,8656427,0.07,26914,118318,5661,91734,
1984,44,11,Georgia,,0.43,0.42,,1776120,4119852,4243165,0.01,15404,90057,7246,67679,
1984,82,12,Hawaii,0.5,0.48,0.45,349253,335846,694187,750909,0.07,1965,0,0,1965,
1984,63,13,Idaho,0.64,0.62,0.61,421935,411144,662771,675772,0.02,1253,0,0,1253,
1984,21,14,Illinois,0.63,0.61,0.58,4969352,4819088,7922605,8327065,0.05,17114,0,0,17114,
1984,22,15,Indiana,0.58,0.57,0.56,2268493,2233069,3916362,3960870,0.01,9328,0,0,9328,
1984,31,16,Iowa,0.65,0.64,0.63,1339886,1319805,2057482,2084995,0.01,2836,11924,1662,10460,
1984,32,17,Kansas,,0.58,0.57,,1021991,1751223,1779487,0.01,4244,0,0,4244,
1984,51,18,Kentucky,,0.52,0.51,,1369345,2643027,2672424,0.01,4820,15004,3567,15889,
1984,45,19,Louisiana,,0.57,0.56,,1706822,3019930,3072074,0.01,13659,0,0,13659,
1984,2,20,Maine,,0.66,0.65,,553144,840251,852022,0.01,0,0,0,0,
1984,52,21,Maryland,0.55,0.54,0.51,1695924,1675873,3113967,3278321,0.03,13124,64827,7046,52584,
1984,3,22,Massachusetts,0.61,0.6,0.57,2595054,2559453,4273437,4486676,0.05,0,0,0,0,
1984,23,23,Michigan,0.61,0.59,0.58,3884854,3801658,6407156,6550877,0.02,14604,0,0,14604,
1984,33,24,Minnesota,0.71,0.7,0.69,2115317,2084449,2982015,3039490,0.01,2167,31440,1418,19305,
1984,46,25,Mississippi,,0.53,0.53,,941104,1766654,1787243,0.01,6115,6570,3108,12508,
1984,34,26,Missouri,,0.59,0.58,,2122783,3617948,3671506,0.01,8770,23574,4366,24923,
1984,64,27,Montana,0.68,0.66,0.66,395006,384377,578925,584162,0.01,964,0,0,964,
1984,35,28,Nebraska,0.59,0.58,0.57,670781,652090,1135012,1152310,0.01,1665,10763,361,7408,
1984,65,29,Nevada,0.45,0.44,0.41,294413,286667,656862,697185,0.05,3488,5226,1187,7288,
1984,4,30,New Hampshire,0.57,0.54,0.53,406608,388904,718967,732480,0.02,581,0,0,581,
1984,12,31,New Jersey,0.61,0.61,0.57,3215941,3217862,5318696,5699440,0.06,10363,44208,12206,44673,
1984,66,32,New Mexico,0.55,0.54,0.52,522328,514370,956246,990632,0.03,2129,3926,1194,5286,
1984,13,33,New York,0.57,0.56,0.51,7000828,6806810,12232120,13373558,0.08,33109,0,24212,57321,
1984,47,34,North Carolina,,0.48,0.47,,2175361,4512013,4598151,0.01,16371,52600,3892,46563,
1984,36,35,North Dakota,0.67,0.64,0.64,324179,308971,482655,486449,0.01,432,0,0,432,
1984,24,36,Ohio,0.6,0.59,0.58,4664223,4547619,7732456,7836806,0.01,18619,0,0,18619,
1984,53,37,Oklahoma,0.56,0.54,0.53,1290555,1255676,2324445,2373014,0.01,7872,18809,1880,19157,
1984,72,38,Oregon,0.66,0.64,0.63,1265824,1226527,1906880,1962501,0.03,4224,0,0,4224,
1984,14,39,Pennsylvania,,0.55,0.54,,4844903,8790815,8918353,0.01,13090,0,0,13090,
1984,5,40,Rhode Island,0.61,0.59,0.56,422851,410492,697537,739064,0.05,1221,7147,394,5189,
1984,48,41,South Carolina,0.44,0.42,0.41,1018701,968529,2329080,2368236,0.01,9892,17043,3441,21855,
1984,37,42,South Dakota,,0.64,0.64,,317867,494651,497849,0.01,921,0,0,921,
1984,54,43,Tennessee,,0.5,0.49,,1711994,3415760,3463234,0.01,7307,23598,6524,25630,
1984,49,44,Texas,,0.51,0.47,,5397571,10582774,11397758,0.05,36682,235568,40783,195249,
1984,67,45,Utah,0.64,0.63,0.62,641846,629656,998820,1022083,0.02,0,0,0,0,
1984,6,46,Vermont,0.62,0.62,0.61,235140,234561,381479,387620,0.02,0,0,0,0,
1984,40,47,Virginia,,0.52,0.51,,2146635,4100160,4234017,0.03,10839,16690,5986,25170,
1984,73,48,Washington,0.63,0.61,0.59,1931546,1883910,3072714,3213263,0.03,6821,39181,5253,31665,
1984,56,49,West Virginia,,0.53,0.53,,735742,1391427,1401733,0,1579,3597,724,4102,
1984,25,50,Wisconsin,,0.65,0.64,,2211689,3409202,3468053,0.01,4974,22426,3853,20040,
1984,68,51,Wyoming,0.58,0.56,0.55,196153,188968,338733,343957,0.01,724,1708,352,1930,
1982,0,0,United States (Excl. Louisiana),0,0.42,0.41,,67615576,160466919,166027633,0.04,399102,789951,165559,959637,1981895
1982,41,1,Alabama,,0.41,0.4,,1128725,2780689,2813033,0.01,9233,14229,2266,18614,
1982,81,2,Alaska,0.65,0.63,0.62,199458,194885,307558,316787,0.02,1322,1816,101,2331,
1982,61,3,Arizona,0.37,0.36,0.34,742923,726364,2017098,2112246,0.04,6069,14949,1527,15071,
1982,42,4,Arkansas,,0.48,0.48,,789351,1639482,1656707,0.01,3922,3384,3061,8675,
1982,71,5,California,0.5,0.49,0.43,8064314,7876698,16161555,18448245,0.12,34640,0,18913,53553,
1982,62,6,Colorado,0.47,0.44,0.43,1037774,956021,2196263,2248839,0.02,3042,0,1202,4244,
1982,1,7,Connecticut,0.49,0.48,0.46,1112428,1084156,2253328,2369975,0.04,5156,33061,1311,22998,
1982,11,8,Delaware,0.46,0.44,0.43,195726,190960,430257,441374,0.01,2068,4626,621,5002,
1982,55,9,District of Columbia,,0.25,0.24,,117623,470719,500492,0.05,4081,0,0,4081,
1982,43,10,Florida,,0.36,0.33,,2688566,7565499,8139171,0.06,27830,57074,5974,62341,
1982,44,11,Georgia,,0.3,0.29,,1169041,3945107,4047788,0.01,14405,78097,4897,58351,
1982,82,12,Hawaii,0.49,0.47,0.43,325459,311853,671172,724189,0.07,1461,0,0,1461,
1982,63,13,Idaho,0.51,0.5,0.49,332237,326522,650534,662251,0.02,1044,0,0,1044,
1982,21,14,Illinois,0.49,0.47,0.44,3856875,3673681,7908220,8284606,0.04,14293,0,0,14293,
1982,22,15,Indiana,0.47,0.47,0.46,1834225,1817287,3879314,3921907,0.01,8790,0,0,8790,
1982,31,16,Iowa,0.51,0.5,0.5,1050495,1038229,2068844,2094031,0.01,2829,10625,1050,9192,
1982,32,17,Kansas,,0.44,0.43,,763263,1736298,1761238,0.01,3078,0,0,3078,
1982,51,18,Kentucky,,0.27,0.27,,700322,2615445,2642810,0.01,4031,14516,3430,14719,
1982,45,19,Louisiana,,,,,2810398,2982702,3029834,0.01,10930,0,0,10930,
1982,2,20,Maine,,0.56,0.56,,2808538,817814,828907,0.01,0,0,0,0,
1982,52,21,Maryland,0.39,0.38,0.36,1190011,2806678,3034834,3174995,0.03,11617,52603,6024,43943,
1982,3,22,Massachusetts,0.5,0.49,0.47,2103780,2804817,4184146,4375262,0.04,0,0,0,0,
1982,23,23,Michigan,0.49,0.48,0.47,3135928,2802957,6357552,6498711,0.02,14913,0,0,14913,
1982,33,24,Minnesota,0.62,0.61,0.6,1834737,2801097,2943169,2993256,0.01,2081,24320,1479,15720,
1982,46,25,Mississippi,,0.37,0.37,,2799237,1743267,1762406,0,5484,6304,2914,11550,
1982,34,26,Missouri,,0.43,0.43,,2797376,3567803,3615526,0.01,7445,21637,2556,20820,
1982,64,27,Montana,0.58,0.56,0.56,328082,2795516,569629,574592,0.01,914,0,0,914,
1982,35,28,Nebraska,0.5,0.49,0.48,559422,2793656,1128918,1145316,0.01,1739,9964,309,7030,
1982,65,29,Nevada,0.39,0.39,0.37,242578,2791796,621060,655823,0.04,2753,4733,1065,6185,
1982,4,30,New Hampshire,0.42,0.41,0.41,289057,2789935,686264,698424,0.02,445,0,0,445,
1982,12,31,New Jersey,0.44,0.42,0.39,2286925,2788075,5224732,5563627,0.05,8191,38186,10514,37798,
1982,66,32,New Mexico,0.46,0.44,0.43,417945,2786215,919311,949133,0.03,1718,3854,1206,4851,
1982,13,33,New York,0.45,0.43,0.4,5437367,2784355,12118685,13150573,0.08,27945,0,21062,49007,
1982,47,34,North Carolina,,0.3,0.3,,2782494,4347870,4427095,0.01,16569,44274,6910,45616,
1982,36,35,North Dakota,0.57,0.55,0.55,272876,2780634,476851,480367,0.01,322,0,0,322,
1982,24,36,Ohio,0.46,0.44,0.44,3551995,2778774,7692059,7793022,0.01,17317,0,0,17317,
1982,53,37,Oklahoma,0.39,0.38,0.38,901488,2776914,2302670,2346265,0.01,6500,14749,1858,15733,
1982,72,38,Oregon,0.56,0.55,0.54,1063913,2775053,1895706,1946116,0.02,3900,0,0,3900,
1982,14,39,Pennsylvania,,0.42,0.42,,2773193,8749931,8869173,0.01,10508,0,0,10508,
1982,5,40,Rhode Island,0.54,0.5,0.47,370928,2771333,684977,723060,0.05,1037,6501,327,4615,
1982,48,41,South Carolina,0.3,0.3,0.29,688300,2769473,2260577,2297223,0.01,9137,16981,3175,20803,
1982,37,42,South Dakota,,0.57,0.57,,2767612,489474,492367,0,791,0,0,791,
1982,54,43,Tennessee,,0.38,0.37,,2765752,3357236,3393233,0.01,7869,10101,3303,16223,
1982,49,44,Texas,,0.31,0.29,,2763892,10228820,10910762,0.05,36149,177270,26274,151058,
1982,67,45,Utah,0.56,0.55,0.54,537207,2762032,962724,984073,0.02,0,0,0,0,
1982,6,46,Vermont,0.46,0.45,0.45,172084,2760171,372982,379067,0.02,0,0,0,0,
1982,40,47,Virginia,,0.36,0.35,,2758311,3960296,4076585,0.02,10079,14813,6487,23973,
1982,73,48,Washington,0.47,0.46,0.44,1404831,2756451,2999997,3138109,0.03,6264,60142,3047,39382,
1982,56,49,West Virginia,,0.4,0.4,,2754591,1399303,1409116,0,1547,2711,610,3513,
